sno,claim,url,claim_entered,sourced_bills,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
25,"""George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage"" for their pre-existing conditions.",https://www.politifact.com/factchecks/2018/oct/29/linda-coleman/holding-voted-quite-consistently-healthcare-bills/,"George Holding has voted 13 times to deny Kevin, and the 300,000 people like him in the 2nd Congressional District, coverage for their pre-existing conditions","['113 HR 45', '113 HR 2009', '113 HCONRES 25', '113 HCONRES 96', '114 HR 596', '114 HCONRES 27', '114 SCONRES 11', '114 HR 3762']",-,-,-,-,-,-,-,no_bill_found,"['113 HR 5328', '115 HR 628', '109 HCONRES 331', '110 HRES 585', '109 SRES 370', '109 HRES 384', '111 HR 3741', '109 HCONRES 149', '115 S 3388', '114 HR 2085']","['108 S 1050', '113 HR 4304', '113 HR 15', '108 S 14', '109 HR 4', '113 S 744', '112 HR 3630', '113 S 696', '113 HR 4034', '112 HR 7']","['115 S 3388', '110 HRES 585', '116 S 4506', '115 HR 6898', '113 HR 4496', '113 HR 5328', '115 HR 628', '109 HCONRES 331', '109 SRES 370', '116 HRES 280']"
26,"Says Beto OâRourke ""voted to shield MS-13 gang members from deportation.""",https://www.politifact.com/factchecks/2018/oct/25/donald-trump/mostly-false-donald-trump-claim-beto-orourke-voted/,Beto O Rourke voted to shield MS-13 gang members from deportation,['115 HR 3697'],-,-,-,-,-,-,-,no_bill_found,"['110 HR 3922', '115 HR 1924', '117 HR 1995', '116 HR 1106', '111 HR 1022', '112 HR 928', '110 HR 3474', '108 S 2333', '110 HR 1582', '110 HR 1582']","['108 S 1050', '114 HR 5394', '110 HR 3922', '113 HR 4304', '109 HR 4', '111 S 132', '113 HR 15', '108 S 14', '115 S 2380', '110 HR 1582']","['110 HR 3922', '115 HR 1924', '117 HR 1995', '116 HR 1106', '108 S 2333', '117 HRES 945', '115 S 2380', '110 S 1728', '109 HRES 731', '109 HRES 731']"
27,"Says Ted Budd ""voted to gut protections for pre-existing conditions â¦ letting insurance companies deny coverage for (necessary) treatment.""",https://www.politifact.com/factchecks/2018/oct/22/kathy-manning/fact-checking-kathy-mannings-ad-ted-budd-and-pre-e/,Ted Budd voted to gut protections for pre-existing conditions letting insurance companies deny coverage for (necessary) treatment,['115 HR 1628'],-,-,-,-,-,-,-,"['117 HR 1916', '117 HR 3755', '117 HR 8296', '117 HR 3110', '117 HR 1065', '117 HR 2499', '117 HR 239', '117 S 958', '117 HR 6087', '117 HR 3630']","['116 HRES 280', '115 S 3388', '115 HR 6898', '113 HR 5328', '111 HR 3741', '115 HR 628', '113 HR 544', '115 HRES 1066', '111 HR 3424', '111 HR 3424']","['112 HR 3630', '108 S 1050', '109 HR 4', '113 S 1926', '108 S 14', '113 HR 15', '112 S 1940', '113 HR 4304', '113 HR 2498', '111 HR 3962']","['116 HRES 280', '115 S 3388', '115 HR 6898', '113 HR 5328', '115 HR 628', '115 HRES 1066', '116 S 4506', '111 HR 3741', '116 HR 4159', '113 HR 544']"
28,"Says Dave Brat ""voted against protecting pre-existing conditions.""",https://www.politifact.com/factchecks/2018/oct/11/abigail-spanberger/spanberger-ad-exaggerates-brats-vote-pre-existing-/,Dave Brat voted against protecting pre-existing conditions,['115 HR 1628'],-,-,-,-,-,-,-,no_bill_found,"['115 S 3388', '115 HR 6898', '117 HR 599', '117 HR 599', '116 S 4506', '113 HR 4496', '115 HRES 1066', '111 HRES 1283', '116 HRES 280', '110 SRES 702']","['112 HR 4271', '112 HR 4982', '112 S 2338', '113 HR 11', '113 S 47', '112 HR 4970', '110 HR 5927', '110 S 2279', '112 S 1925', '115 SRES 360']","['115 S 3388', '115 HR 6898', '117 HR 599', '117 HR 599', '116 S 4506', '113 HR 4496', '115 HRES 1066', '111 HRES 1283', '116 HRES 280', '110 SRES 702']"
29,"Says Marsha Blackburn ""voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape.""",https://www.politifact.com/factchecks/2018/oct/09/taylor-swift/taylor-swift-marsha-blackburn-voted-against-reauth/,"Marsha Blackburn voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape",['113 S 47'],-,-,-,-,-,-,-,"['109 HR 3402', '112 HR 4970', '112 HRES 656', '110 HR 1678', '109 HRES 369', '110 HRES 32', '110 HRES 633', '112 HR 3541', '109 HR 972', '110 HR 3887']","['116 S 2920', '109 S 3693', '117 HR 1620', '117 S 3623', '116 S 2843', '116 HR 1585', '115 HR 6545', '109 HR 2876', '109 HR 3171', '112 HR 1578']","['112 HR 4271', '112 HR 4982', '112 S 2338', '113 HR 11', '113 S 47', '112 S 1925', '112 HR 4970', '108 S 1050', '113 HR 4304', '109 HR 4']","['116 S 2920', '109 S 3693', '117 HR 1620', '117 S 3623', '116 HR 1585', '116 S 2843', '115 HR 6545', '109 HR 2876', '109 HR 3171', '113 S 2945']"
30,"Says Bruce Poliquin ""voted to strip 117,000 Mainers of their insurance.""",https://www.politifact.com/factchecks/2018/oct/05/maine-democratic-party/did-bruce-poliquin-vote-strip-117000-people-health/,"Bruce Poliquin voted to strip 117,000 Mainers of their insurance",['115 HR 1628'],-,-,-,-,-,-,-,no_bill_found,"['109 SRES 65', '109 HR 4970', '109 HR 4970', '110 HR 461', '111 HR 2025', '111 S 452', '108 HR 2776', '108 HCONRES 111', '108 HR 2759', '109 HR 3018']","['112 HR 3630', '113 S 1926', '112 S 1940', '108 S 1050', '109 HR 4', '113 HR 4304', '111 HR 1880', '112 HR 5652', '108 S 14', '113 S 534']","['109 SRES 65', '109 HR 4970', '109 HR 4970', '110 HR 461', '112 HR 3505', '108 HR 2776', '111 HR 2025', '111 S 452', '112 HRES 654', '111 SRES 26']"
31,"Says U.S. Rep. John Faso ""voted for an age tax on seniors.""",https://www.politifact.com/factchecks/2018/oct/03/antonio-delgado/antonio-delgado-misleads-claiming-john-faso-voted-/,U.S. Rep. John Faso voted for an age tax on seniors,['115 HR 1628'],-,-,-,-,-,-,-,no_bill_found,"['114 HR 3590', '114 S 3339', '114 HR 975', '112 HR 3819', '112 HR 3819', '115 S 3580', '112 HR 1086', '111 HR 5305', '113 HR 2154', '109 HR 4608']","['113 HR 1', '113 HR 15', '109 HR 4', '108 S 1050', '110 HR 7060', '113 S 744', '113 HR 5771', '113 S 2260', '110 S 3335', '113 HR 4304']","['114 HR 975', '112 HR 3819', '112 HR 3819', '114 HR 3590', '114 S 3339', '115 S 3580', '109 HR 4608', '117 HR 4044', '109 HR 4987', '110 HR 605']"
32,"Says JackyÂ Rosen ""voted against stopping criminals from re-entering the United States.""",https://www.politifact.com/factchecks/2018/oct/02/senate-leadership-fund/gop-super-pac-ad-skips-over-jacky-rosens-yes-vote-/,Jacky Rosen voted against stopping criminals from re-entering the United States,['115 HR 3004'],-,-,-,-,-,-,-,"['117 S 2747', '117 HR 5746', '117 HR 6617', '117 HR 6119', '117 HRES 24', '117 S 1', '117 S 2093', '117 S 2938', '117 S 4822', '117 S 3436']","['112 HR 6382', '113 HR 4074', '114 HR 5740', '116 SRES 361', '109 HCONRES 248', '110 HR 6094', '110 HR 6094', '111 HR 1439', '111 S 1704', '109 HCONRES 191']","['113 HR 15', '113 S 744', '108 S 1050', '113 HR 4304', '114 HR 5394', '109 HR 4', '114 HR 2048', '114 HR 2048', '112 HR 4271', '112 HR 4982']","['112 HR 6382', '113 HR 4074', '114 HR 5740', '116 SRES 361', '118 HR 921', '117 HR 398', '111 HR 1439', '110 HR 6094', '110 HR 6094', '117 S 4376']"
33,"Says ""Texas U.S. Rep John Culberson voted to let insurance companies charge people 50 and over five times more than younger people.""",https://www.politifact.com/factchecks/2018/sep/24/lizzie-pannill-fletcher/texass-fletcher-tries-hit-culberson-obamacare/,Texas U.S. Rep John Culberson voted to let insurance companies charge people 50 and over five times more than younger people,['115 HR 1628'],-,-,-,-,-,-,-,"['111 HR 4872', '108 HR 4279', '111 HR 3590', '107 HR 2559', '108 HR 4280', '109 HR 5', '109 HR 3200', '111 HR 4626', '107 HR 4946', '111 S 181']","['111 HR 3399', '111 HRES 932', '110 HRES 391', '111 HRES 1464', '109 HRES 1049', '110 HCONRES 63', '115 SRES 650', '113 HR 5837', '118 HR 3706', '114 HR 6242']","['112 HR 3630', '113 HR 15', '108 S 1050', '113 S 744', '113 HR 4304', '113 S 1926', '108 S 14', '109 HR 4', '112 S 1940', '113 S 696']","['114 HR 6242', '114 HR 6242', '111 HR 3399', '111 HRES 932', '118 HR 1545', '108 HCONRES 364', '110 HRES 391', '111 HRES 1464', '111 HRES 311', '117 HR 3301']"
34,"Says U.S. Rep. Kyrsten Sinema ""voted to cut ICE.""",https://www.politifact.com/factchecks/2018/sep/21/martha-mcsally/martha-mcsallys-claim-kyrsten-sinema-voted-cut-ice/,U.S. Rep. Kyrsten Sinema voted to cut ICE,"['115 HR 1625', '115 HR 244', '114 HR 2029', '113 HR 83', '113 HR 3547', '115 HRES 990', '115 HRES 990']",-,-,-,-,-,-,-,"['117 S 610', '117 S 3436', '117 HR 4373', '117 HR 4350', '117 HR 3233', '117 HR 6968', '117 HR 2471', '117 HR 1437', '117 HR 5305', '117 SJRES 41']","['108 HRES 630', '108 SRES 346', '115 HRES 671', '117 HR 4044', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799', '114 HR 2285', '116 S 2691']","['113 HR 15', '108 S 1050', '113 S 744', '114 HR 3667', '113 HR 3155', '113 HR 4304', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799']","['108 HRES 630', '108 SRES 346', '117 HR 3384', '117 HR 3384', '116 HR 8799', '116 HR 8799', '117 HR 4044', '117 S 2542', '115 HRES 671', '115 S 1560']"
35,"Says she voted to stop a new ""age tax"" under which ""Arizonans age 50 & over could be charged 5 times more for their health care.""",https://www.politifact.com/factchecks/2018/sep/19/kyrsten-sinema/fact-checking-kyrsten-sinemas-claim-about-age-tax-/,Kyrsten Sinema voted to stop a new age tax under which Arizonans age 50 & over could be charged 5 times more for their health care.,['115 HR 1628'],-,-,-,-,-,-,-,"['117 S 610', '117 HR 6833', '117 SJRES 39', '117 HR 1799', '117 HR 6617', '117 HR 6119', '117 SJRES 41', '117 S 2093', '117 S 1', '117 SCONRES 14']","['110 HR 2639', '117 HR 258', '117 HR 258', '115 HR 329', '114 HR 259', '114 HR 259', '109 S 1633', '109 HR 5473', '118 S 395', '117 S 1423']","['109 HR 4', '108 S 1050', '113 HR 1', '113 HR 15', '113 HR 4304', '113 S 696', '112 HR 3630', '113 S 744', '111 HR 3962', '110 HR 7060']","['110 HR 2639', '109 HR 5473', '109 S 1633', '117 HR 258', '117 HR 258', '115 HR 329', '110 S 3480', '111 HR 1151', '111 S 467', '109 HR 4464']"
36,"Says Steve Chabot ""voted to strip insurance protections for pre-existing conditions.""",https://www.politifact.com/factchecks/2018/sep/12/aftab-pureval/chabots-votes-contradict-his-health-care-talk/,Steve Chabot voted to strip insurance protections for pre-existing conditions,"['112 HR 2', '112 HR 6079', '114 HR 596']",-,-,-,-,-,-,-,"['112 HR 358', '109 HR 4973', '117 HR 1916', '107 HR 2559', '107 HR 4946', '108 HR 2427', '108 HR 4279', '112 HR 3803', '107 HR 4600', '110 HR 3121']","['116 HRES 280', '115 HRES 1066', '115 S 3388', '115 HR 6898', '111 HR 3741', '117 HR 599', '117 HR 599', '109 SRES 65', '117 HR 892', '116 HR 692']","['112 HR 3630', '108 S 1050', '113 S 1926', '112 S 1940', '108 S 14', '109 HR 4', '113 HR 15', '113 HR 4304', '113 HR 2498', '112 HR 5652']","['116 HRES 280', '115 S 3388', '115 HRES 1066', '115 HR 6898', '109 SRES 65', '117 HR 599', '117 HR 599', '116 S 4506', '111 HR 3741', '109 HR 4970']"
37,"Says Joe Donnelly ""voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse.""",https://www.politifact.com/factchecks/2018/sep/12/one-nation-pac/immigration-joe-donnelly-amnesty-criminals-indiana/,"Joe Donnelly voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse.",['113 S 744'],-,-,-,-,-,-,-,"['112 HRES 844', '112 HR 6672', '110 HRES 6', '110 HR 180', '110 HR 2102', '111 S 386', '111 HRES 722', '110 HRES 1221', '111 HR 2711', '111 HR 3961']","['110 HCONRES 119', '112 S 1765', '112 HR 1578', '110 HRES 351', '109 HR 2876', '116 S 2915', '116 S 1959', '112 HR 4982', '112 S 1925', '113 HR 2630']","['112 HR 4982', '112 HR 4271', '112 S 2338', '113 HR 11', '113 S 47', '112 S 1925', '112 HR 4970', '108 S 1050', '108 S 14', '113 HR 4304']","['110 HCONRES 119', '112 S 1765', '112 HR 1578', '113 HR 2630', '110 HRES 351', '115 HR 6728', '115 HR 6728', '116 S 1959', '109 HR 2876', '110 HR 1962']"
38,"Says Beto OâRourke ""voted against"" Hurricane Harvey ""tax relief.""",https://www.politifact.com/factchecks/2018/aug/29/ted-cruz/ted-cruz-says-beto-orourke-voted-against-tax-relie/,Beto O Rourke voted against Hurricane Harvey tax relief,['115 HR 3823'],-,-,-,-,-,-,-,no_bill_found,"['115 HR 3812', '115 HR 3930', '115 SRES 650', '112 HR 6683', '113 HR 2137', '109 HR 3768', '109 S 2451', '115 S 3648', '109 S 1637', '109 HR 4334']","['113 HR 1', '113 HR 5771', '110 HR 7060', '113 S 2260', '109 S 1766', '109 S 1766', '109 HR 3958', '110 S 3335', '110 HR 6049', '110 S 3125']","['115 HR 3812', '115 HR 3930', '112 HR 6683', '115 SRES 650', '113 HR 2137', '109 HR 3768', '109 S 2451', '115 S 3648', '109 S 1637', '109 HR 4334']"
39,"Says Kevin Cramer voted to let insurance companies go back to denying coverage for 300,000 North Dakotans with pre-existing conditions.",https://www.politifact.com/factchecks/2018/aug/24/heidi-heitkamp/kevin-cramers-votes-pre-existing-conditions/,"Kevin Cramer voted to let insurance companies go back to denying coverage for 300,000 North Dakotans with pre-existing conditions","['115 HR 1628', '114 HR 3762', '114 HCONRES 27']",-,-,-,-,-,-,-,"['117 S 4', '117 SJRES 29', '117 HR 3755', '117 S 4132', '117 HR 1652', '117 S 4008', '117 HR 5376', '117 HR 4350', '117 HR 7691', '117 HR 3237']","['115 S 3388', '115 HR 6898', '111 HR 3741', '116 HR 692', '117 HR 892', '116 HRES 280', '111 S 623', '110 HR 822', '109 HR 6309', '113 HR 5328']","['112 HR 3630', '108 S 1050', '108 S 14', '113 HR 4304', '109 HR 4', '113 S 1926', '114 S 2144', '113 HR 1771', '113 HR 15', '112 S 1940']","['115 S 3388', '115 HR 6898', '116 HRES 280', '113 HR 5328', '115 HR 628', '116 HR 692', '117 HR 892', '111 HR 3741', '116 S 4506', '109 HR 6309']"
40,"""President Trump proposed the increase to $700 billion to our military budget, which included the 355-ship Navy, which included a military pay increase, a modest one, which included, a yet even more modest housing allowance, but yet (Sen. Tim Kaine) even voted against giving more money to our men and women who are in the military service and against our housing allowance.""",https://www.politifact.com/factchecks/2018/jul/25/corey-stewart/stewart-mark-repeated-attacks-kaines-support-milit/,Sen. Tim Kaine even voted against giving more money to our men and women who are in the military service and against our housing allowance,['115 HR 1625'],-,-,-,-,-,-,-,"['117 HR 4350', '117 HR 7', '117 S 3373', '117 HR 3967', '117 HR 3237', '117 HR 4373', '117 S 4822', '117 HR 335', '117 S 4132', '117 HR 3755']","['110 HRES 1139', '112 SRES 472', '111 SRES 384', '117 HCONRES 50', '112 SRES 86', '111 SRES 441', '108 SRES 433', '110 HRES 686', '111 HRES 681', '117 HR 5283']","['108 S 1050', '113 HR 4304', '113 HR 15', '112 HR 4271', '112 HR 4982', '108 S 14', '114 HR 5394', '113 S 744', '113 HR 4034', '109 HR 4']","['110 HRES 1139', '111 SRES 384', '112 SRES 472', '110 HRES 686', '117 HCONRES 50', '108 SRES 433', '110 HRES 604', '117 HRES 855', '117 HRES 855', '110 HRES 1306']"
41,"Says Ron DeSantis ""voted in an agricultural bill to give food stamps to illegal immigrants.""",https://www.politifact.com/factchecks/2018/jun/29/adam-putnam/putnam-parrots-previous-absurd-claim-food-stamps-i/,Ron DeSantis voted in an agricultural bill to give food stamps to illegal immigrants,"['113 HR 2642', '113 HR 1947']",-,-,-,-,-,-,-,no_bill_found,"['109 HR 3712', '116 HR 7656', '115 HR 4749', '113 S 1', '117 HR 6820', '111 HR 4971', '117 HR 9003', '117 HR 9003', '115 HR 3699', '117 S 2636']","['113 HR 2642', '113 HR 15', '113 HR 1947', '113 HR 2498', '113 S 954', '108 S 1050', '113 HR 4304', '113 S 744', '109 HR 4', '108 S 14']","['110 HR 2419', '109 HR 3712', '115 HR 3934', '117 HR 9003', '117 HR 9003', '115 HR 5276', '113 S 1', '115 HRES 1071', '117 S 5329', '116 HR 7656']"
42,"Says Bill Nelson voted for ""cuts to Medicare providers"" and voted to weaken ""Social Security protections"" as a U.S. senator.",https://www.politifact.com/factchecks/2018/jun/15/new-republican-pac/republican-pac-misleads-ad-about-sen-bill-nelsons-/,Bill Nelson voted for cuts to Medicare providers and voted to weaken Social Security protections as a U.S. senator,['113 HJRES 59'],-,-,-,-,-,-,-,no_bill_found,"['117 HR 4044', '108 HR 3081', '110 HR 2595', '108 HR 810', '113 HR 3168', '117 HR 322', '117 HR 322', '118 HR 3237', '118 HRES 212', '118 HRES 212']","['108 S 1050', '113 HR 15', '113 HR 4304', '113 S 744', '109 HR 4', '108 S 14', '112 HR 3630', '113 S 696', '113 HR 4034', '112 HR 7']","['117 HR 4044', '117 HR 6842', '115 HRES 671', '112 SRES 230', '117 HRES 945', '116 HR 8702', '116 HR 8702', '116 HR 394', '115 HR 893', '108 HR 3081']"
43,"Says Marsha Blackburn ""voted against military pay raise.""",https://www.politifact.com/factchecks/2018/jun/05/tennessee-democratic-party/tennessee-democrats-slam-blackburn-military-pay-vo/,Marsha Blackburn voted against military pay raise,"['115 HR 5515', '115 HR 2220']",-,-,-,-,-,-,-,"['110 HCONRES 162', '110 HR 3997', '110 HR 2828', '111 HR 1293', '108 HR 1779', '111 HR 1679', '110 HR 6081', '108 HR 4879', '112 HR 1383', '111 HR 1752']","['110 HCONRES 162', '118 HR 2591', '116 S 262', '117 HR 823', '117 HR 823', '117 HR 823', '116 HR 3260', '111 HR 282', '116 HR 790', '111 HR 156']","['108 S 1050', '108 S 2400', '115 HR 5125', '115 HR 5125', '112 HR 1979', '113 S 2289', '113 S 2410', '112 HR 4271', '109 HR 1815', '114 S 1249']","['110 HCONRES 162', '118 HR 2591', '116 S 262', '117 HR 823', '116 HR 3260', '117 HR 823', '117 HR 823', '111 HR 282', '116 HR 790', '111 HR 156']"
44,"Rep. Dan Donovan ""voted for Tax Cuts""",https://www.politifact.com/factchecks/2018/jun/04/donald-trump/did-rep-dan-donovan-vote-tax-cuts-trump-said/,Rep. Dan Donovan voted for Tax Cuts,['115 HR 1892'],-,-,-,-,-,-,-,no_bill_found,"['115 HRES 1097', '118 HRES 212', '118 HRES 212', '115 HR 4886', '118 HR 3270', '108 SRES 15', '116 HR 957', '117 HR 8214', '115 S 2254', '108 SCONRES 63']","['113 HR 1', '110 HR 7060', '113 HR 5771', '113 S 2260', '110 S 3335', '110 HR 6049', '110 S 3125', '109 HR 4', '113 S 1859', '110 S 3478']","['115 HRES 1097', '118 HRES 212', '118 HRES 212', '115 HR 4886', '118 HR 3270', '117 HR 8214', '112 HR 2650', '112 HR 2650', '108 SRES 15', '116 HR 957']"
45,"""Jim Renacci has been a lobbyist even while in Congress"" and ""voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest.""",https://www.politifact.com/factchecks/2018/may/31/sherrod-brown/sherrod-brown-misleads-lobbyist-attack-jim-renacci/,Jim Renacci voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest,"['114 HRES 921', '114 HR 6324', '114 HRES 5']",-,-,-,-,-,-,-,"['112 HRES 73', '112 HRES 477', '112 HCONRES 127', '112 HRES 572', '112 HJRES 98', '112 HJRES 77', '112 HRES 547', '112 HR 1657', '112 HRES 54', '112 HRES 537']","['117 HR 6383', '118 HR 840', '117 HR 7602', '117 HR 7602', '110 HR 3718', '109 S 2559', '115 S 3502', '109 SRES 485', '115 S 1184', '109 HCONRES 404']","['108 S 1050', '113 HR 4304', '108 S 14', '109 HR 4', '113 HR 15', '112 HR 3630', '113 HR 4034', '113 S 696', '113 S 744', '112 HR 7']","['118 HR 840', '117 HR 6383', '115 S 3502', '117 HR 8990', '117 HRES 554', '109 SRES 485', '115 S 1184', '115 HR 2493', '117 HR 7602', '117 HR 7602']"
46,"Says Dean Heller ""has voted for a GOP bill that funded efforts to revive Yucca Mountain.""",https://www.politifact.com/factchecks/2018/may/14/jacky-rosen/rosen-misleads-heller-yucca-mountain-vote/,Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain,"['112 HR 1', '115 S 95']",-,-,-,-,-,-,-,"['110 HR 497', '111 HR 3123', '112 HJRES 48', '110 HR 2016', '111 HR 762', '111 HR 2288', '110 HR 2284', '111 HR 2489', '112 S 3525', '110 HR 839']","['111 HRES 1466', '112 HR 4625', '111 HRES 1209', '111 HR 2372', '111 HR 2372', '112 S 2176', '108 HR 2926', '109 HR 895', '109 HR 5360', '111 HRES 1123']","['108 S 1050', '113 S 696', '113 HR 15', '113 HR 4304', '109 HR 4', '113 S 744', '112 HR 3630', '108 S 14', '113 HR 3895', '114 HR 5394']","['111 HRES 1466', '111 HRES 1209', '111 HRES 1123', '112 HR 4625', '108 HR 2926', '109 HR 895', '111 HR 2372', '111 HR 2372', '112 S 2176', '109 HR 5360']"
47,"Says Bill Nelson ""voted against requiring Iran to recognize Israel and release American hostages.""",https://www.politifact.com/factchecks/2018/may/04/rick-scott/gov-rick-scott-attack-mischaracterizes-vote-sen-bi/,Bill Nelson voted against requiring Iran to recognize Israel and release American hostages,['114 HJRES 61'],-,-,-,-,-,-,-,no_bill_found,"['113 S 559', '112 HR 5796', '112 HR 5796', '114 S 868', '117 HR 1179', '113 HR 3200', '117 S 2607', '114 HR 3338', '111 SRES 548', '109 HRES 922']","['113 HR 4304', '108 S 1050', '113 S 1881', '108 S 14', '113 HR 4034', '114 HR 5394', '112 HR 4271', '112 HR 4982', '113 HR 15', '114 S 792']","['113 S 559', '117 S 2607', '114 S 868', '112 HR 5796', '112 HR 5796', '117 HR 1179', '113 HR 3200', '114 HR 3338', '111 SRES 548', '110 HCONRES 389']"
48,"Says Luke Messer and Todd Rokita ""voted to fast-track Obamaâs trade deals.""",https://www.politifact.com/factchecks/2018/may/04/mike-braun/indianas-mike-braun-misleads-about-opponents-recor/,Todd Rokita voted to fast-track Obama trade deals,"['114 HR 2146', '114 HR 2146']",-,-,-,-,-,-,-,"['112 HR 6156', '112 S 2038', '112 HR 4133', '112 HR 6168', '112 HR 3079', '112 HR 3078', '112 HRES 708', '112 HR 3080', '112 HR 2779', '112 HR 5326']","['110 HRES 1170', '116 HR 3807', '111 HRES 1124', '116 HR 3169', '113 HRES 234', '113 HR 3337', '114 HRES 588', '117 HR 6842', '117 HR 4044', '117 S 4064']","['114 S 1269', '114 HR 1907', '111 S 1466', '112 HR 6642', '112 HR 6656', '114 S 2201', '114 S 1015', '114 S 758', '113 S 662', '110 S 122']","['110 HRES 1170', '116 HR 3807', '116 HR 3169', '117 S 4017', '111 HRES 1124', '116 HR 45', '117 HR 4063', '117 HR 4899', '117 S 5225', '110 HR 988']"
49,"Says Luke Messer and Todd Rokita ""voted to fast-track Obamaâs trade deals.""",https://www.politifact.com/factchecks/2018/may/04/mike-braun/indianas-mike-braun-misleads-about-opponents-recor/,Luke Messer voted to fast-track Obama trade deals,"['114 HR 2146', '114 HR 2146']",-,-,-,-,-,-,-,no_bill_found,"['116 HR 3807', '111 HRES 1124', '116 HR 3169', '113 HRES 234', '114 HRES 588', '117 HR 6842', '117 HR 4044', '117 S 4064', '114 HRES 126', '112 HRES 770']","['114 S 1269', '114 HR 1907', '111 S 1466', '112 HR 6642', '112 HR 6656', '114 S 2201', '114 S 1015', '114 S 758', '113 S 662', '110 S 122']","['116 HR 3807', '117 HR 6863', '116 HR 3169', '111 HRES 1124', '117 HR 4063', '116 HR 45', '114 HRES 588', '117 HR 4044', '109 HR 3844', '109 HR 3844']"
50,"""Congresswoman Martha McSally voted to let companies sell your internet data to the highest bidder without your consent. Then she got paid $42,000 by the very corporations she allowed to sell your personal info.""",https://www.politifact.com/factchecks/2018/apr/11/arizona-democratic-party/arizona-democratic-party-claims-gop-lawmaker-mcsal/,Congresswoman Martha McSally voted to let companies sell your internet data to the highest bidder without your consent,['115 SJRES 34'],-,-,-,-,-,-,-,no_bill_found,"['117 S 2913', '112 HRES 612', '115 HR 7388', '114 HR 2918', '110 HR 5783', '111 HR 87', '112 HR 1541', '115 HR 1423', '115 HR 2356', '115 HR 2356']","['108 S 1050', '113 HR 4304', '108 S 14', '109 HR 4', '113 S 696', '113 HR 15', '112 HR 3630', '113 HR 4366', '114 S 227', '113 HR 4034']","['117 S 2913', '115 HR 7388', '110 HRES 1437', '112 HRES 612', '114 HR 2918', '115 HR 1423', '110 HR 5783', '111 HR 87', '112 HR 1541', '115 HR 2356']"
51,"Says U.S. Rep. Ron DeSantis ""voted in favor of food stamps for illegal immigrants.""",https://www.politifact.com/factchecks/2018/mar/29/uncle-sams-misguided-children/misleading-attack-ron-desantis-about-farm-bill-foo/,U.S. Rep. Ron DeSantis voted in favor of food stamps for illegal immigrants,['113 HR 2642'],-,-,-,-,-,-,-,no_bill_found,"['109 HR 3712', '115 HR 3934', '111 HRES 1384', '109 HRES 322', '109 HRES 347', '108 HR 1631', '109 S 2051', '109 S 2051', '109 S 2051', '117 S 3154']","['113 HR 15', '108 S 1050', '113 S 744', '113 HR 4304', '109 HR 4', '108 HR 5259', '108 HR 5259', '109 HR 1507', '109 HR 1507', '112 HR 3630']","['115 HRES 1071', '117 HRES 866', '109 HR 3712', '117 HR 9003', '117 HR 9003', '109 SRES 551', '115 HR 3934', '111 HRES 1384', '117 S 3154', '109 S 37']"
